site_no,lat,long,drainage_area_km2,huc_cd,huc_region,station_nm,state_cd,altitude_m,dam_closure,closure_year,concave_convex,sampling_start,sampling_end,breakpoint,slope_low,std_err_low,p_low,slope_high,std_err_high,p_high,slope_diff_p,concave_not,1 yr,2 yr,5 yr,10 yr,25 yr,50 yr,100 yr,200 yr,break_2yr_ratio
01549300,41.4953513,-77.1502508,71.48367183600001,02050205,02,"Blockhouse Creek at Buttonwood, PA",42,NA,No_closure,NA,concave,1973,1977,-0.021546,1.0798786068599247,0.03595037851607438,1.781588340312675e-150,2.681682874746519,0.09775843468531001,1.775254025395043e-104,1.1422445331884932e-53,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01549350,41.49424019,-77.1505286,13.8305365074,02050205,02,"Steam Valley Run at Buttonwood, PA",42,NA,No_closure,NA,concave,1973,1977,-0.225774,1.1643377380029445,0.03693060630550553,3.146531281981219e-170,2.8493574687042225,0.21072404497259903,1.4806853142317035e-30,1.6862281520031341e-15,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01549500,41.47368336,-77.230809,97.64255174700001,02050205,02,"Blockhouse Creek near English Center, PA",42,317.55588,No_closure,NA,concave,1973,1977,0.377146,1.094233819774428,0.029365282440193055,3.92784884592256e-212,2.9189792069298175,0.11584008455843678,2.172048079565699e-85,6.123670406501378e-53,concave,15.602103090955906,51.6336415928851,83.56879470328819,108.68534204663663,145.02536262350947,175.4166535127268,208.8877984544872,245.7109769252749,0.04615441430229733
01553115,41.08147235,-76.86357439,NA,02050206,02,"WB Susquehanna River at Watsontown, PA",42,NA,No_closure,NA,concave,1973,1974,2.73529,1.6467147556403157,0.04926759839224461,4.542929690189917e-137,2.6919752685858893,0.144585640399621,1.2981776064132985e-40,3.877926386785287e-12,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01553170,41.0745284,-76.8332958,52.05876101100001,02050206,02,"Warrior Run at McEwensville, PA",42,NA,No_closure,NA,concave,1971,1971,-0.376755,0.5548672418484031,0.05505040044534415,1.8339753616383694e-18,2.4796849743258833,0.7201166425998163,0.003101809883374671,0.0038477151708302734,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01553500,40.96758498,-76.8763543,17733.64858917,02050206,02,"West Branch Susquehanna River at Lewisburg, PA",42,130.51536000000002,No_closure,NA,concave,1964,1995,2.30143,1.093675757479713,0.09105133618041693,1.0111918085293393e-28,2.306152692289037,0.038802380967782615,1.5203735257287588e-283,8.359979898830746e-35,concave,1054.7800256070868,2695.07720619848,4017.246084591677,5013.347533370949,6415.586940912251,7569.005401880002,8812.296641952771,10161.880118569281,0.07427775842640069
01562000,40.21591249,-78.2652901,1958.0310111600002,02050303,02,"Raystown Branch Juniata River at Saxton, PA",42,242.55069600000002,No_closure,NA,concave,1968,1993,1.02695,0.930565839267092,0.17755009778897776,6.681686613805625e-6,1.9788083379833514,0.18702086151535335,4.172485444760867e-11,2.4028138538713793e-5,concave,132.3013381417122,393.5722609177772,625.8742982528647,809.6228278623629,1078.3412706137242,1306.7712204603545,1559.4024368757398,1840.2474322856917,0.027034946741489943
01567000,40.47841677,-77.1291484,8686.820120940001,02050304,02,"Juniata River at Newport, PA",42,110.925864,Pre_dam,1973,concave,1951,1973,1.36162,0.9266442918678206,0.06521482136526896,2.173851561132175e-43,2.0150930504596105,0.01116216785626216,0,4.126577805417399e-61,concave,524.2326413569472,1202.6291892103015,1828.7595934742799,2339.178321476334,3110.107888492397,3782.813111194238,4549.827385495126,5424.103067682371,0.019120016359411702
01567000,40.47841677,-77.1291484,8686.820120940001,02050304,02,"Juniata River at Newport, PA",42,110.925864,Post_dam,1973,concave,1974,2015,2.09254,1.5676968404729656,0.0219803286830694,0,2.3105633923322983,0.031372387628117386,0,4.4319007192954825e-84,concave,524.2326413569472,1202.6291892103015,1828.7595934742799,2339.178321476334,3110.107888492397,3782.813111194238,4549.827385495126,5424.103067682371,0.10289831415905436
01568000,40.32341928,-77.1688703,536.12753877,02050305,02,"Sherman Creek at Shermans Dale, PA",42,128.817624,No_closure,NA,concave,1968,1995,0.756794,1.350920048299507,0.2088981119802603,3.016456442856392e-8,1.9877558991437583,0.06825975943521104,3.9565606474867245e-67,0.001879136603169192,concave,61.540425899703465,197.42878725906053,333.3303123176574,448.82882322445124,627.0125375384715,786.2028731530012,970.1297758931748,1182.9519948475534,0.02893233747589016
01569980,40.25286635,-77.0352548,1155.13469706,02050305,02,"Conodoguinet Cr at Willow Ml Brg nr Hogestown, PA",42,NA,No_closure,NA,concave,1974,1975,1.10897,0.7255612451368747,0.07236222192100276,6.406442416373446e-21,2.164712072955467,0.0848690356269028,3.478050089493687e-64,2.1461739234286818e-38,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01570000,40.2522222,-77.0211111,1217.2944117000002,02050305,02,"Conodoguinet Creek near Hogestown, PA",42,106.9848,No_closure,NA,concave,1967,2002,1.09904,1.4286948664045491,0.15900275799797364,9.386047998931093e-14,2.069163649013873,0.08549836203894907,2.1042066131699904e-49,1.943258267439385e-4,concave,90.23895597776594,195.6177445188891,282.7079853015744,349.76622963043883,445.8012663805034,526.1610498384432,614.3689086642062,711.4589842687045,0.06421430002409868
01570010,40.2348116,-76.9919203,2.6676877533,02050305,02,"Unnamed Trib to Trindle Sp Run, Site 1, nr Mechbrg",42,126.492,No_closure,NA,concave,1993,1993,0.333636,1.220905130117762,0.053070178084822214,1.266963422070005e-45,2.3352933682974606,0.3020616697448342,5.421707774561047e-9,1.397368957319907e-4,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01570030,40.23814486,-76.9966426,3.2633850186,02050305,02,"Unnamed Trib to Trindle Sp Run, Site 2, nr Mechbrg",42,125.8824,No_closure,NA,concave,1993,1993,-0.243909,1.0225510627111567,0.04481714178742811,2.888230900784542e-37,1.6639577234803717,0.07972810793865694,1.701527606783707e-32,1.1672734766628016e-12,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01570060,40.242589099999996,-77.0049762,4.0144815705,02050305,02,"Unnamed Trib to Trindle Sp Run, Site 3, nr Mechbrg",42,106.68,No_closure,NA,concave,1992,1993,-0.105683,1.1593208627734923,0.05878445979413703,1.6152074820155212e-25,1.6442771536850311,0.13846380680756856,1.1060295710974634e-16,6.322959518381003e-4,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01570100,40.29092156,-76.9935873,1.9942908447000003,02050305,02,"Conodoguinet Creek Trib No. 1 near Enola, PA",42,127.577088,No_closure,NA,concave,1969,1976,-1.53622,1.0214678543451141,0.02458872996073645,4.367069263763011e-270,2.1957513337590417,0.057534939008434476,7.1826758105767525e-174,6.921557133647732e-79,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01570200,40.289255,-76.9760868,1.9683909636,02050305,02,"Conodoguinet Creek Trib No. 2 near Enola, PA",42,NA,No_closure,NA,concave,1973,1976,-1.62501,1.2276147613981108,0.042896979050484015,1.9769220212883395e-130,2.1328385356991926,0.06448334241169486,1.7410916556685801e-128,7.332279100685807e-32,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01570230,40.2956438,-76.9649755,1.812991677,02050305,02,"Conodoguinet Creek Trib No. 2A near Enola, PA",42,NA,No_closure,NA,concave,1973,1976,-1.72526,0.9403564148954344,0.04696094562030859,1.8134069790247116e-74,1.9967582026228796,0.06927296598266844,3.6050227483394574e-110,7.910589428734514e-37,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01570260,40.29647716,-76.9638643,1.6834922715000002,02050305,02,"Conodoguinet Creek Trib No. 2B near Enola, PA",42,NA,No_closure,NA,concave,1973,1976,-1.90939,0.8453330870233314,0.0689277254640944,2.2064522727214e-31,1.7254824329006793,0.04900962152389577,2.4799337664133967e-162,1.1554690948797106e-25,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01570300,40.30147714,-76.948864,0.9841954818,02050305,02,"Conodoguinet Creek Trib No. 3 near Enola, PA",42,126.967488,No_closure,NA,concave,1969,1976,-1.96225,1.046397782520757,0.02482722428068981,4.943038889546137e-270,2.00739083291099,0.0497547949458487,5.236885428935608e-203,3.1888746992787926e-67,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01570500,40.25481164,-76.8860846,62418.713451,02050305,02,"Susquehanna River at Harrisburg, PA",42,88.395048,No_closure,NA,concave,1962,2017,3.04574,1.6417007491045015,0.014345724958383876,0,2.3319059952148398,0.02694109947864123,0,1.6140751978470666e-113,concave,3567.918707424463,7456.162865594304,10589.388486978452,12969.782696743643,16342.03263037127,19137.032569815892,22181.825237068726,25509.390741535903,0.14901315645893398
01571000,40.30842198,-76.8496948,29.007866832,02050305,02,"Paxton Creek near Penbrook, PA",42,106.68,No_closure,NA,no inflection,1985,1994,0.567721,2.016277218185215,0.06281992846464456,3.779525702124022e-96,1.5373094903045834,0.08828711351597429,7.519224548462908e-37,4.927561898675715e-6,convex or no inflection,9.379748855619848,40.08929876616714,64.38349979547502,81.56835904377743,104.18243592485221,121.48699378076039,139.06135724065916,157.06919706178724,0.09219185218391149
01571827,40.56314518,-76.397734,119.916449493,02050305,02,"Swatara Creek below Ravine, PA",42,NA,No_closure,NA,concave,1985,1986,0.659356,1.3864587439602445,0.05735596524707124,2.0651036034593746e-90,3.095511806643729,0.4114511282978171,4.14101042382318e-9,1.9447989231455087e-5,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01571831,40.5542566,-76.38190009,122.506437603,02050305,02,"Swatara Cr bl Highway 443 at Pine Grove, PA",42,NA,No_closure,NA,concave,1981,1982,-0.175019,1.1669969272415086,0.8222905298451142,0.16003854431254103,4.457408949329457,0.5470604170789184,3.3437328711776936e-9,4.317668384014977e-4,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01571919,40.54536785,-76.38051129,188.033136786,02050305,02,"Swatara Cr ab Hwy Bridge 895 at Pine Grove, PA",42,152.4,No_closure,NA,concave,1982,1984,0.902002,1.4399922701833725,0.030571030381470504,7.53326640032212e-263,2.4658058888268806,0.1505825183163268,1.1425553608338197e-38,1.2268518544137202e-11,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01572000,40.5375902,-76.3774557,88.836592173,02050305,02,"Lower Little Swatara Creek at Pine Grove, PA",42,152.4,No_closure,NA,concave,1981,1984,0.273371,1.2027603785162637,0.02908058755572867,3.100978879817084e-219,2.4550381806694945,0.06774425902357706,4.0045148935154556e-128,5.174363528899666e-65,concave,13.350981107579791,35.16212475136236,57.32753243055953,76.3913451551209,106.49384981051422,133.81429887454084,165.96373671595936,203.72168635593258,0.053369838618753794
01572030,40.52481166,-76.4563488,321.15852564,02050305,02,"Swatara Creek near Suedberg, PA",42,NA,No_closure,NA,concave,1985,1986,0.835223,1.4862149366053188,0.05519695690978049,4.541453114780363e-102,2.3754090548849898,0.16190100535822927,1.3422155318397248e-25,1.0050675400220264e-7,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01573000,40.4025897,-76.57718829,872.8259930700001,02050305,02,"Swatara Creek at Harper Tavern, PA",42,108.716064,No_closure,NA,concave,1959,1979,0.941835,1.2276393037733295,0.07974249136779428,9.132220728442331e-47,2.174150754899072,0.03713930686212954,1.945147470137227e-297,2.6629281397119374e-27,concave,133.9945562905343,254.61631062823744,423.3419231409456,594.3648303930627,905.3766774341296,1228.725709757874,1655.7346727912873,2217.7472908915297,0.03435174308559263
01573560,40.29842358,-76.6677469,1250.96425713,02050305,02,"Swatara Creek near Hershey, PA",42,99.346512,No_closure,NA,concave,1985,1994,1.12751,1.253379507646658,0.20051308018402303,6.73622332121678e-8,2.468513203704517,0.09528746751609038,1.1349502964484472e-59,2.2060554385158327e-8,concave,154.0497140431276,274.7892752295598,466.7280611701076,673.1777613375947,1069.6712969861123,1502.9228024534602,2099.66107512995,2921.6625580471928,0.048810158888869894
01573810,39.8184312,-77.1069269,0.9841954818,02050306,02,"Brush Run, Site 2, near McSherrystown, PA",42,182.88,No_closure,NA,concave,1986,1991,-0.888965,1.1445635493349398,0.03355924827827937,6.814346448513891e-139,1.6379341677205013,0.06180886558094254,3.091516145762492e-90,1.150540687798794e-12,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01574000,40.0809008,-76.7180813,1320.8939361,02050306,02,"West Conewago Creek near Manchester, PA",42,80.369664,No_closure,NA,concave,1967,1994,0.776559,0.7904626889007847,0.22972654046644614,0.0011944047108971758,1.8719100884670317,0.07180520718674455,3.244629789396003e-69,3.508575501138572e-6,concave,193.74371648034239,434.76581514842195,653.7995017440738,830.8281637849861,1096.3186264374353,1326.529958290344,1587.6948317628967,1883.9621700592209,0.013750028901945823
01575000,39.9206548,-76.7488574,303.02860887,02050306,02,"South Branch Codorus Creek near York, PA",42,113.699544,No_closure,NA,concave,1967,1969,0.260118,1.0258775047000777,0.03755360507300269,2.331115509763601e-90,2.4732324143014304,0.11526788789949022,4.2486206664661597e-54,3.7136027860685605e-33,concave,24.445790806583467,77.5110018725517,149.57041609199592,223.30053672271222,358.5500194131115,499.5086825711061,684.9355332696175,927.7583283797295,0.023483057936391424
01575500,39.94620975,-76.7552459,574.9773604200001,02050306,02,"Codorus Creek near York, PA",42,108.627672,No_closure,NA,concave,1985,1990,0.650562,1.2045830907093686,0.2235250408357342,1.3507902193758777e-6,2.3782011156856417,0.09830551570337573,4.853784169675753e-52,7.690480326338037e-7,concave,42.415792021161245,116.92987742868992,201.3819169425767,278.94661905383754,408.0707508860144,531.3678557951954,682.4353414983932,867.0359634045423,0.038250446191587184
01575585,40.0187082,-76.6930218,691.5268253700001,02050306,02,"Codorus Creek at Pleasureville, PA",42,NA,No_closure,NA,convex,1985,1994,1.51533,2.3165420779362305,0.07089087794475644,1.0983845353661478e-100,1.6810086796894537,0.16063572872987456,6.753370959107603e-19,1.475503541865928e-4,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576000,40.0545413,-76.5307992,67313.79097890001,02050306,02,"Susquehanna River at Marietta, PA",42,61.130688000000006,No_closure,NA,concave,1987,1994,2.73805,1.541760853824375,0.26198818751531827,4.981479564141103e-7,2.126155507117455,0.06157315133607601,1.6775494245861586e-85,0.014948592902502219,concave,3649.6174759018063,7406.219195673643,10823.428140977794,13586.78446874581,17718.139111314595,21302.865276844306,25367.348500947963,29980.48042584737,0.07386750643014399
01576083,40.12843079,-75.97744309,NA,02050306,02,"AGRICULTURAL FIELD RUNOFF #1 NEAR CHURCHTOWN, PA",42,NA,No_closure,NA,concave,1928,1989,-1.55284,1.2391491402500971,0.035309153798335026,8.089759533776486e-181,1.9497442698477911,0.10527785439520543,3.8138055276167606e-54,7.800518071424655e-11,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
0157608335,40.14648597,-75.9266052,3.6777831162,02050306,02,"Little Conestoga Creek, Site 3A, near Morgantown",42,195.072,No_closure,NA,convex,1984,1991,-0.116595,2.0832693471185326,0.03558114348655767,3.388036771074591e-278,0.897256449191412,0.09720948268952911,4.70480594805647e-16,1.0817862446519593e-30,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576085,40.14481885,-75.9885539,15.073730800200002,02050306,02,"Little Conestoga Creek near Churchtown, PA",42,124.968,No_closure,NA,concave,1982,1995,-0.880849,1.0696250852193796,0.07063058807970504,7.041256520469561e-42,2.0936704284644208,0.02291109741652778,0,1.4399253425341154e-43,concave,3.8474952175599944,21.974695177704987,34.09207453367306,41.35848141344903,49.55305326470287,54.96860945972819,59.83046863767091,64.24065290979799,0.005987260310282335
01576105,40.14565158,-76.07772469,127.42741501200001,02050306,02,"Conestoga River near Terre Hill, PA",42,NA,No_closure,NA,concave,1982,1983,0.773489,1.251839979813454,0.044269453089576645,6.240157875925583e-101,3.426019410170015,0.4167582950286585,1.1162140469172804e-7,1.0645471221611411e-7,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576335,40.19759378,-76.1810608,0.1035995244,02050306,02,"Agricultural Field Runoff Site at Springville, PA",42,NA,No_closure,NA,convex,1985,1988,-1.55284,1.5500051699499648,0.08146584743160093,1.1988042475252771e-39,-1.2604975870782347,5.385734982693288,0.8536375757284193,0.3009109509168315,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576500,40.05009748,-76.2771798,839.1561476400001,02050306,02,"Conestoga River at Lancaster, PA",42,74.868024,No_closure,NA,concave,1962,1975,1.25672,1.178867150037358,0.03649615064835115,1.1174005489042758e-143,2.311454434024119,0.07465227258638303,1.949599760252007e-97,1.3300963295435626e-42,concave,65.84481653079403,212.88011547932913,350.736811937698,462.71507940235546,629.9294128499891,774.652497586568,936.9724824542185,1119.7897370307148,0.08483692190977364
01576516,39.99154444,-76.2609306,0.9323957196,02050306,02,"Big Spring Run ab Trib near Willow Street, PA",42,99.06,No_closure,NA,convex,2009,2015,-1.25107,4.932807558040368,1.0935487617591244,1.1335071280604084e-4,1.295192729452232,0.17237394112785967,3.647908213715274e-11,5.083566744653175e-4,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576521,39.9981544,-76.2649583,4.5842789547,02050306,02,"Big Spring Run near Willow Street, PA",42,89.050368,No_closure,NA,concave,1993,2001,-1.23725,0.9939756611405328,0.24750837116837196,9.847261121172688e-5,2.399535959723559,0.05537119530473507,5.053988575588831e-122,1.4964396191101027e-8,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576525,39.9898213,-76.248291,0.8546960763000001,02050306,02,"SF Unnamed Trib to Big Spring Run at Lampeter, PA",42,NA,No_closure,NA,concave,1993,2001,-1.71399,1.0803598049492706,0.07080407771519032,3.666056770874043e-35,3.577957981918153,0.6405558030582305,3.404493347539452e-4,5.32014016632478e-5,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
015765265,39.99843227,-76.2469022,0.8287961952,02050306,02,"NF Un Trib to Big Spring Run nr Lampeter Rd, PA",42,109.801152,No_closure,NA,concave,1995,2001,-2.79197,0.35125553690530326,0.41691223896796514,0.4059522846585819,1.9931835334101127,0.040421775568179316,1.6153757746266992e-119,4.428827784637518e-5,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576527,39.9964878,-76.2494022,0.9323957196,02050306,02,"NF Unnamed Trib to Big Spring Run at Lampeter, PA",42,104.90911200000001,No_closure,NA,concave,1993,2001,-2.13783,1.0494698129380842,0.1923178044435593,2.0795973506188466e-7,1.8889655126283158,0.0694937433875658,1.0502810784253096e-70,2.018553415775399e-5,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576529,39.9992655,-76.2641249,3.6777831162,02050306,02,"Unnamed Trib to Big Spring Run near Lampeter, PA",42,88.46820000000001,No_closure,NA,concave,1993,2001,-1.53074,1.0895528458049277,0.13748306865546955,6.05810419703555e-13,2.442483387433697,0.054971457306049805,5.607421419562753e-127,3.199608601325714e-20,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576540,40.0100985,-76.2771806,140.37735556200002,02050306,02,"Mill Creek at Eshelman Mill Road near Lyndon, PA",42,76.2,No_closure,NA,convex,1992,1995,1.15045,2.5791285824766894,0.11265339398665457,4.337346901053103e-47,1.663998940302718,0.24487807837745043,6.0416044420910684e-6,3.430751956356445e-4,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576754,39.9464886,-76.3677388,1217.2944117000002,02050306,02,"Conestoga River at Conestoga, PA",42,55.00116,No_closure,NA,convex,1985,1995,2.51866,2.234924929284522,0.032963929908777105,0,0.45973842204435394,0.7213178768118904,0.5334993584040323,0.0069765930932457225,convex or no inflection,111.28596467541772,314.3685929329499,457.82380905199716,557.2011224409275,686.9870226955919,786.4997450968244,888.0510000599662,992.91380449864,1.0500762808997655
01576768,40.00037788,-76.17078918,4.2216806193,02050306,02,"Pequea Creek Tributary near Strasburg, PA",42,NA,No_closure,NA,convex,1977,1978,0.10784,2.2902781441675613,0.11134315220557987,6.681847391254531e-34,1.5201072241244573,0.20036653909365365,7.458653878366527e-7,3.8986433232367413e-4,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576771,39.99121117,-76.1869006,1.5280929849,02050306,02,"Pequea Creek Tributary at Strasburg, PA",42,NA,No_closure,NA,convex,1979,1981,-0.572594,2.2333225476494007,0.06357878848338569,2.928637209677038e-83,1.0048121597779014,0.18183725680842083,2.4903603973380127e-5,8.999973771036018e-11,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576772,39.99315555,-76.1880118,1.4503933416000003,02050306,02,"Pequea Cr Tributary (Site #2) at Strasburg, PA",42,NA,No_closure,NA,convex,1979,1981,-0.34872,1.9253686869554993,0.06673872187023021,1.3059249924404703e-69,1.1616545135780996,0.2274312267250359,1.5941297627181233e-4,6.361951971719931e-4,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576775,39.93343449,-76.2007893,1.7093921526000002,02050306,02,"Big Beaver Creek Tributary at New Providence, PA",42,NA,No_closure,NA,convex,1977,1978,-0.392688,2.587886055144382,0.10056057314575627,4.4375059828958963e-44,1.5690779763820615,0.24534193426997808,1.2991553528953676e-6,6.092641407729676e-5,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576782,39.97176608,-76.2777362,0.5956972653000001,02050306,02,"Goods Run Tributary at Willow Street, PA",42,NA,No_closure,NA,convex,1979,1981,-0.96178,1.2761640615711136,0.049386695833495725,1.2887434983694043e-63,0.705855716993986,0.283124249901052,0.01785551733640509,0.02360697531001499,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576786,39.9078785,-76.31801489,4.0403814516,02050306,02,"Pequea Creek Tributary near Martic Forge, PA",42,NA,No_closure,NA,convex,1977,1978,-0.707744,2.491620960910143,0.2705220200498073,9.857999294353212e-12,1.67753996307793,0.25198011318818125,9.57734340087939e-9,0.013831947026543646,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01576787,39.90593409,-76.32829298,383.31824028000005,02050306,02,"Pequea Creek at Martic Forge, PA",42,63.5508,No_closure,NA,convex,1977,1995,1.70242,2.675832550457354,0.027631305185567254,0,0.9506713059970814,0.06839330098586792,4.3564584479544976e-32,2.859647700737463e-121,convex or no inflection,19.452823001075206,123.95366952135828,226.76311018644734,306.59733748429824,418.8507651215227,509.4979988626981,605.273218328733,706.9290953501854,0.4065936688433697
01577400,39.74843728,-76.4635749,1.1136948873,02050306,02,"Bald Eagle Creek near Fawn Grove, PA",42,NA,No_closure,NA,convex,1986,1990,-1.5526,3.3925557530568065,0.22283174746413256,2.7488639233816936e-37,1.4810628873549574,0.08280198070893037,2.321994622744534e-41,4.455838820750842e-16,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01578310,39.65788889,-76.1744444,70188.677781,02050306,02,"SUSQUEHANNA RIVER AT CONOWINGO, MD",24,1.2679680000000002,No_closure,NA,concave,1979,2019,3.13911,1.0934733578227749,0.011140326067955097,0,2.362375824150063,0.025860831433121397,0,0,concave,3812.0102227374528,8005.767124447781,12217.15529857833,15808.171586361943,21434.94846982736,26528.404659273583,32499.12502504227,39501.21442082136,0.17207074815931084
01581752,39.49627778,-76.3474444,6.474970275,02060003,02,"PLUMTREE RUN NEAR BEL AIR, MD",24,55.555896000000004,No_closure,NA,convex,2013,2019,-1.53533,-0.843602379411322,1.7820034257781832,0.6526596838821892,2.3204609472072284,0.05024617734939723,4.938106720292674e-94,0.037960517210742305,convex or no inflection,5.737814702172536,23.35949377979045,38.830930906009904,50.642540066626914,67.21325998425361,80.7013276298086,95.09996017150235,110.58929940490023,0.0012479769756966715
01589000,39.31030556,-76.7924167,738.1466113500001,02060003,02,"PATAPSCO RIVER AT HOLLOFIELD, MD",24,56.96712,No_closure,NA,concave,1973,2015,0.725922,1.5985560717213656,0.055617939255398055,6.958363277261965e-138,2.498397212054296,0.05797170474932076,3.049445442379274e-193,2.0204330489811862e-29,concave,24.406035971114886,150.36353775212027,340.361052383276,541.3453259549568,911.9044316884755,1297.8129856517187,1801.4149464056225,2454.5400202973005,0.035381762645861875
01589025,39.25125,-76.76377778,779.5864211100001,02060003,02,"PATAPSCO RIVER NEAR CATONSVILLE, MD",24,20.177760000000003,No_closure,NA,concave,2011,2017,0.820032,1.5714326987373595,0.05406101442633818,4.400898604388296e-152,2.7457008944849575,0.0570232212567228,4.105513336124015e-236,8.483533452329699e-51,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01589035,39.2273333,-76.723,808.07629032,02060003,02,"PATAPSCO RIVER NEAR ELKRIDGE, MD",24,2.5908,No_closure,NA,concave,2011,2017,0.900451,1.975789877302285,0.03257135816882241,0,2.7021958991874877,0.04338720906098185,1.0778790866292686e-287,3.490190088723069e-41,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01589290,39.3615833,-76.76175,8.3656615953,02060003,02,"SCOTTS LEVEL BRANCH AT ROCKDALE, MD",24,137.87932800000002,No_closure,NA,convex,2016,2016,-1.28616,-3.80214140104263,3.774323172391076,0.34325075182467324,2.2658492774844974,0.05028283042464139,3.3594183816811183e-50,0.05396575150628045,convex or no inflection,7.5073310962214865,25.85959827347764,42.53322574980119,55.80497452055139,75.18591892130634,91.52239907003892,109.62426921459891,129.65131843878203,0.0020008670212016
01591000,39.23825,-77.0557222,90.131586228,02060006,02,"PATUXENT RIVER NEAR UNITY, MD",24,110.95939200000001,No_closure,NA,concave,1986,2001,-0.364948,0.4151882172422374,0.31378013694741896,0.192767988204496,1.9488365604390978,0.05791852160838864,3.364304113312963e-114,7.681376565313141e-7,concave,8.83130037600622,44.55627245819156,96.2619585269577,150.25292714226083,249.58885968132492,353.01210641688465,488.19319552247924,663.5664159658784,0.009685970656870234
01593655,39.243717,-76.934976,NA,02060006,02,"AGRICULTURAL RUNOFF SITE NEAR CLARKSVILLE, MD",24,NA,No_closure,NA,convex,1989,1994,-2.85388,1.9828784314438592,0.4601311910662152,0.005040852005634569,1.4889180694153579,0.08237961111536583,1.5837518909884916e-35,0.1453200397781518,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01594000,39.13441667,-76.8161667,254.85483002400002,02060006,02,"LITTLE PATUXENT RIVER AT SAVAGE, MD",24,37.240464,No_closure,NA,convex,1985,2e3,1.3975,2.6599091632874647,0.05393782579643745,3.252075991440724e-153,1.493265176906621,0.16941567019822762,7.781598234272851e-15,2.659040458080089e-11,convex or no inflection,28.13695429191961,108.44553977704143,206.1076127144801,298.7367490344734,456.05709292077955,608.8802913573658,797.8231580762247,1030.4368339949583,0.23029701307115188
01594440,38.95591667,-76.6936944,901.31586228,02060006,02,"PATUXENT RIVER NEAR BOWIE, MD",24,3.7551360000000003,No_closure,NA,concave,1978,2019,0.70406,0.3933825349575343,0.08717102751463511,6.985741467487579e-6,1.7974331521996365,0.023483130958161614,0,7.662665558781138e-55,concave,41.570860432853,159.8459430316277,267.2616956983164,351.7827934372044,473.47339861266676,574.8636814994584,685.8745524053596,807.0589775701776,0.03164888263633425
01594526,38.8142222,-76.7487222,232.32193346700004,02060006,02,"WESTERN BRANCH AT UPPER MARLBORO, MD",24,1.347216,No_closure,NA,convex,1986,2e3,1.29133,2.053575702714164,0.0408450470620285,1.273486068321603e-144,0.4021286931374973,0.18924632224283114,0.035755180183995997,7.315641256282525e-18,convex or no inflection,16.669100107595185,60.53100811331712,108.0493914866507,150.16309209083335,217.36687904995958,279.18810512234467,352.28735253190365,438.72357289349014,0.3231112601508533
